,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0597,0.042,-1.425,0.155,-0.142,0.023
mkt-rf,0.997,0.007,145.61,0.0,0.984,1.011
FX Factor,0.0018,0.001,1.364,0.174,-0.001,0.005
