,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0088,0.084,-0.105,0.916,-0.175,0.157
mkt-rf,1.0104,0.02,50.463,0.0,0.971,1.05
FX Factor,0.0004,0.003,0.138,0.891,-0.006,0.007
