,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0205,0.11,-0.186,0.852,-0.238,0.197
mkt-rf,0.9756,0.01,100.996,0.0,0.957,0.995
FX Factor,0.0004,0.004,0.092,0.927,-0.007,0.008
