,coef,std err,t,P>|t|,[0.025,0.975]
const,1.4056,0.403,3.486,0.001,0.611,2.2
mkt-rf,1.0695,0.035,30.264,0.0,1.0,1.139
FX Factor,-0.0492,0.014,-3.456,0.001,-0.077,-0.021
