,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0774,0.054,-1.434,0.153,-0.184,0.029
mkt-rf,1.0126,0.009,117.407,0.0,0.996,1.03
FX Factor,0.0031,0.002,1.457,0.146,-0.001,0.007
