,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0321,0.087,0.37,0.712,-0.139,0.203
mkt-rf,1.0062,0.021,48.826,0.0,0.966,1.047
FX Factor,-0.001,0.003,-0.323,0.747,-0.007,0.005
