,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0064,0.133,0.048,0.962,-0.255,0.268
mkt-rf,0.9843,0.012,84.684,0.0,0.961,1.007
FX Factor,-0.0005,0.005,-0.108,0.914,-0.01,0.009
