,coef,std err,t,P>|t|,[0.025,0.975]
const,0.046,0.202,0.228,0.82,-0.352,0.444
mkt-rf,1.045,0.048,21.731,0.0,0.95,1.14
FX Factor,-0.0008,0.007,-0.108,0.914,-0.015,0.014
