,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0255,0.08,0.32,0.749,-0.131,0.182
mkt-rf,0.9984,0.013,78.387,0.0,0.973,1.023
FX Factor,-0.001,0.003,-0.303,0.762,-0.007,0.005
