,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0553,0.044,-1.255,0.211,-0.142,0.032
mkt-rf,1.0096,0.007,143.402,0.0,0.996,1.024
FX Factor,0.0022,0.002,1.287,0.199,-0.001,0.006
