,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0024,0.088,-0.027,0.978,-0.175,0.171
mkt-rf,0.9877,0.021,47.262,0.0,0.947,1.029
FX Factor,-8.384e-05,0.003,-0.026,0.979,-0.006,0.006
