,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2409,0.289,0.832,0.406,-0.329,0.811
mkt-rf,1.0254,0.025,40.431,0.0,0.975,1.075
FX Factor,-0.0083,0.01,-0.808,0.42,-0.028,0.012
