,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0093,0.082,-0.114,0.91,-0.171,0.152
mkt-rf,0.9634,0.013,72.042,0.0,0.937,0.99
FX Factor,-0.0006,0.003,-0.214,0.831,-0.006,0.005
