,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.4441,0.356,-1.247,0.213,-1.145,0.257
mkt-rf,1.0144,0.031,32.51,0.0,0.953,1.076
FX Factor,0.0163,0.013,1.294,0.197,-0.008,0.041
