,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1075,0.075,1.434,0.153,-0.04,0.255
mkt-rf,1.0089,0.012,82.379,0.0,0.985,1.033
FX Factor,-0.0033,0.002,-1.354,0.177,-0.008,0.001
