,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0272,0.225,-0.121,0.904,-0.471,0.416
mkt-rf,0.9988,0.02,50.643,0.0,0.96,1.038
FX Factor,0.001,0.008,0.122,0.903,-0.015,0.017
