,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0868,0.165,-0.525,0.6,-0.413,0.239
mkt-rf,0.9957,0.014,68.694,0.0,0.967,1.024
FX Factor,0.003,0.006,0.52,0.604,-0.008,0.015
