,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0355,0.068,-0.525,0.6,-0.169,0.098
mkt-rf,1.0026,0.011,92.74,0.0,0.981,1.024
FX Factor,0.0013,0.003,0.49,0.624,-0.004,0.007
