,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0411,0.104,-0.396,0.692,-0.246,0.163
mkt-rf,1.0094,0.025,40.863,0.0,0.961,1.058
FX Factor,0.0015,0.004,0.387,0.699,-0.006,0.009
