,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0554,0.038,-1.465,0.144,-0.13,0.019
mkt-rf,0.9954,0.006,161.122,0.0,0.983,1.008
FX Factor,0.0017,0.001,1.368,0.173,-0.001,0.004
