,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1374,0.103,1.331,0.184,-0.066,0.341
mkt-rf,0.9581,0.025,39.009,0.0,0.91,1.006
FX Factor,-0.0053,0.004,-1.382,0.168,-0.013,0.002
