,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1134,0.07,1.622,0.106,-0.024,0.251
mkt-rf,0.9551,0.017,57.45,0.0,0.922,0.988
FX Factor,-0.0045,0.003,-1.751,0.081,-0.01,0.001
