,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0227,0.075,0.302,0.763,-0.125,0.171
mkt-rf,0.9854,0.018,55.054,0.0,0.95,1.021
FX Factor,-0.001,0.003,-0.376,0.707,-0.007,0.004
