,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0331,0.071,-0.47,0.639,-0.172,0.106
mkt-rf,0.9709,0.012,84.249,0.0,0.948,0.994
FX Factor,0.0004,0.002,0.159,0.873,-0.004,0.005
