,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.029,0.051,-0.569,0.57,-0.129,0.071
mkt-rf,1.0057,0.008,123.723,0.0,0.99,1.022
FX Factor,0.0012,0.002,0.614,0.54,-0.003,0.005
