,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0391,0.052,-0.757,0.45,-0.141,0.063
mkt-rf,0.9961,0.008,118.048,0.0,0.979,1.013
FX Factor,0.0012,0.002,0.692,0.489,-0.002,0.004
