,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0551,0.127,0.434,0.665,-0.195,0.305
mkt-rf,1.0204,0.03,33.776,0.0,0.961,1.08
FX Factor,-0.0016,0.005,-0.332,0.74,-0.011,0.008
