,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0939,0.132,0.714,0.476,-0.165,0.353
mkt-rf,0.9909,0.012,85.959,0.0,0.968,1.014
FX Factor,-0.0035,0.005,-0.76,0.448,-0.013,0.006
