,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0879,0.093,-0.95,0.343,-0.27,0.094
mkt-rf,1.0065,0.022,45.735,0.0,0.963,1.05
FX Factor,0.0031,0.003,0.904,0.367,-0.004,0.01
