,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0745,0.111,0.673,0.502,-0.144,0.293
mkt-rf,1.0174,0.018,56.175,0.0,0.982,1.053
FX Factor,-0.002,0.004,-0.553,0.581,-0.009,0.005
