,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1935,0.114,1.702,0.09,-0.03,0.417
mkt-rf,0.9969,0.027,36.867,0.0,0.944,1.05
FX Factor,-0.0066,0.004,-1.565,0.119,-0.015,0.002
