,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.5254,0.36,-1.459,0.146,-1.235,0.184
mkt-rf,1.0015,0.032,31.738,0.0,0.939,1.064
FX Factor,0.019,0.013,1.493,0.137,-0.006,0.044
