,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0565,0.115,-0.49,0.625,-0.284,0.171
mkt-rf,1.0035,0.018,54.387,0.0,0.967,1.04
FX Factor,0.002,0.005,0.438,0.661,-0.007,0.011
