,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0952,0.154,0.617,0.538,-0.209,0.399
mkt-rf,0.981,0.025,38.88,0.0,0.931,1.031
FX Factor,-0.0035,0.005,-0.712,0.477,-0.013,0.006
