,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0375,0.124,-0.302,0.763,-0.282,0.207
mkt-rf,1.0206,0.02,51.447,0.0,0.982,1.06
FX Factor,0.0022,0.005,0.441,0.66,-0.008,0.012
