,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0489,0.268,-0.182,0.855,-0.578,0.48
mkt-rf,1.0037,0.024,42.67,0.0,0.957,1.05
FX Factor,0.0019,0.009,0.197,0.844,-0.017,0.021
