,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.156,0.119,-1.311,0.191,-0.39,0.078
mkt-rf,1.036,0.028,36.609,0.0,0.98,1.092
FX Factor,0.0058,0.004,1.317,0.189,-0.003,0.014
