,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0707,0.114,0.622,0.535,-0.153,0.295
mkt-rf,0.9738,0.019,52.361,0.0,0.937,1.01
FX Factor,-0.0028,0.004,-0.76,0.448,-0.01,0.004
