,coef,std err,t,P>|t|,[0.025,0.975]
const,0.063,0.054,1.169,0.244,-0.043,0.169
mkt-rf,0.9889,0.009,114.86,0.0,0.972,1.006
FX Factor,-0.0025,0.002,-1.186,0.237,-0.007,0.002
