,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3219,0.144,-2.235,0.026,-0.606,-0.038
mkt-rf,0.9882,0.024,41.985,0.0,0.942,1.035
FX Factor,0.0101,0.005,2.178,0.03,0.001,0.019
