,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0667,0.059,-1.128,0.261,-0.183,0.05
mkt-rf,1.0062,0.009,106.425,0.0,0.988,1.025
FX Factor,0.0025,0.002,1.061,0.29,-0.002,0.007
