,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1476,0.243,-0.607,0.544,-0.627,0.331
mkt-rf,0.9813,0.021,46.055,0.0,0.939,1.023
FX Factor,0.005,0.009,0.579,0.563,-0.012,0.022
