,coef,std err,t,P>|t|,[0.025,0.975]
const,0.3063,0.272,1.125,0.262,-0.23,0.843
mkt-rf,1.0292,0.024,43.141,0.0,0.982,1.076
FX Factor,-0.0106,0.01,-1.098,0.273,-0.029,0.008
