,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0177,0.101,-0.176,0.86,-0.216,0.18
mkt-rf,0.9809,0.009,111.259,0.0,0.964,0.998
FX Factor,0.0004,0.004,0.1,0.92,-0.007,0.007
