,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2443,0.236,-1.034,0.302,-0.71,0.221
mkt-rf,1.0055,0.021,48.575,0.0,0.965,1.046
FX Factor,0.0089,0.008,1.063,0.289,-0.008,0.025
