,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0301,0.05,0.607,0.545,-0.068,0.128
mkt-rf,0.9929,0.008,125.074,0.0,0.977,1.008
FX Factor,-0.0013,0.002,-0.653,0.515,-0.005,0.003
