,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0305,0.143,-0.213,0.832,-0.313,0.252
mkt-rf,0.9867,0.013,78.553,0.0,0.962,1.011
FX Factor,0.0008,0.005,0.166,0.868,-0.009,0.011
