,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0977,0.121,-0.807,0.421,-0.336,0.141
mkt-rf,1.0005,0.02,50.532,0.0,0.962,1.04
FX Factor,0.0032,0.004,0.81,0.419,-0.005,0.011
