,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0165,0.113,-0.147,0.883,-0.238,0.205
mkt-rf,0.9898,0.01,100.281,0.0,0.97,1.009
FX Factor,0.0004,0.004,0.102,0.919,-0.007,0.008
