,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0184,0.067,-0.273,0.785,-0.151,0.114
mkt-rf,0.9975,0.016,62.159,0.0,0.966,1.029
FX Factor,0.0006,0.002,0.232,0.817,-0.004,0.005
