,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0576,0.052,-1.103,0.271,-0.16,0.045
mkt-rf,0.9925,0.009,116.386,0.0,0.976,1.009
FX Factor,0.0017,0.002,0.988,0.324,-0.002,0.005
