,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2583,0.139,-1.86,0.064,-0.532,0.015
mkt-rf,1.076,0.033,32.571,0.0,1.011,1.141
FX Factor,0.0098,0.005,1.91,0.057,-0.0,0.02
