,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0453,0.16,0.284,0.777,-0.269,0.36
mkt-rf,0.9857,0.014,70.392,0.0,0.958,1.013
FX Factor,-0.0019,0.006,-0.332,0.74,-0.013,0.009
