,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0119,0.047,-0.253,0.8,-0.105,0.081
mkt-rf,1.0024,0.008,132.972,0.0,0.988,1.017
FX Factor,0.0005,0.002,0.283,0.777,-0.003,0.004
