,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0489,0.139,0.352,0.725,-0.225,0.323
mkt-rf,1.0062,0.033,30.456,0.0,0.941,1.071
FX Factor,-0.0016,0.005,-0.312,0.756,-0.012,0.008
