,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1036,0.195,0.53,0.597,-0.281,0.489
mkt-rf,1.0033,0.017,58.583,0.0,0.97,1.037
FX Factor,-0.0037,0.007,-0.54,0.589,-0.017,0.01
