,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1755,0.182,-0.967,0.335,-0.533,0.182
mkt-rf,1.0271,0.03,34.614,0.0,0.969,1.086
FX Factor,0.0064,0.006,1.088,0.278,-0.005,0.018
