,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0952,0.156,0.609,0.543,-0.213,0.403
mkt-rf,0.9804,0.037,26.355,0.0,0.907,1.054
FX Factor,-0.0035,0.006,-0.61,0.543,-0.015,0.008
