,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0254,0.134,-0.189,0.85,-0.289,0.238
mkt-rf,0.9793,0.012,83.473,0.0,0.956,1.002
FX Factor,0.0005,0.005,0.116,0.908,-0.009,0.01
