,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0237,0.117,-0.202,0.84,-0.255,0.207
mkt-rf,1.0224,0.028,36.67,0.0,0.967,1.077
FX Factor,0.0011,0.004,0.249,0.804,-0.007,0.01
