,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1471,0.142,-1.039,0.3,-0.426,0.132
mkt-rf,1.0237,0.023,44.233,0.0,0.978,1.069
FX Factor,0.0054,0.005,1.173,0.242,-0.004,0.014
