,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0585,0.079,0.739,0.46,-0.097,0.215
mkt-rf,1.001,0.013,77.352,0.0,0.975,1.026
FX Factor,-0.0019,0.003,-0.747,0.456,-0.007,0.003
