,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0351,0.084,-0.417,0.677,-0.201,0.131
mkt-rf,1.0023,0.013,74.425,0.0,0.976,1.029
FX Factor,0.0012,0.003,0.371,0.711,-0.005,0.008
