,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0146,0.109,0.134,0.893,-0.2,0.229
mkt-rf,0.99,0.018,55.655,0.0,0.955,1.025
FX Factor,-0.0007,0.004,-0.205,0.838,-0.008,0.006
